Rating,Title,Review,Review_Date
3.0,Good considering the price,I was expecting a little more better sound quality and Mic. But I still recommend; at this price it is still a better deal. The noise cancellation is not good but the person on the other side of the call can you hear the voice just fine. So that way you can use it for both music and for your meetings or phone calls. The rest of the features like range battery back up design are all okay. Even volume controls could have been provided.,21 November 2020
3.0,Very bad mic quality,"I received a used product, the round tape on it was also tampered with, it had few scratches on the cover. The sad part is I opened the box after 20 days as it was gift for someone else so cudnt get the replacement done",Reviewed in India 🇮🇳 on 23 August 2021
5.0,Best in prime sell,"The media could not be loaded.
                



 Asome products but not touched",Reviewed in India 🇮🇳 on 25 July 2022
4.0,Good sound normal,Good,Reviewed in India 🇮🇳 on 1 January 2022
1.0,Charging issue,Hi i unable to charge ear buds it's not working,Reviewed in India 🇮🇳 on 12 October 2022
2.0,Battery capacity not good,The media could not be loaded.,Reviewed in India 🇮🇳 on 24 August 2022
3.0,Only for music,Microphones are horrible,Reviewed in India 🇮🇳 on 8 February 2022
5.0,Awesome Product,This Is the Second One I Have bought...I had Black Color and was bought a Year Ago. Still Works Awesome... This is bought for my Mom,Reviewed in India 🇮🇳 on 11 May 2022
2.0,Review,I got product which mfd in 2014. First time I got used product .So I would suggest but latest product which may come with good features.,Reviewed in India 🇮🇳 on 14 May 2022
5.0,Great.,"Small, good battery life and easy to use.Sound quality and bass are just okay which is justified at this price point.Edit - The product stopped working after 10 months. Claimed warranty and doorstep pickup and replacement drop off took 13 days in total. Visiting a physical service center will make it way faster but Overall the process was convenient and good. So even if it fails, boat got you covered.",Reviewed in India 🇮🇳 on 29 November 2021
4.0,हमारा इयरफोन जल्दी से जल्दी ठीक कराया जाय,"The media could not be loaded.
                



 हमारा इयरफोन खराब हो गया है वारंटी से पहले ही हमे इसे चेंज कराया जाय कृपा करे",Reviewed in India 🇮🇳 on 14 November 2021
4.0,Gud budget product,Gud for video or audio. Noise cancellation while calling is issue. One right side bud is not fitting properly.,Reviewed in India 🇮🇳 on 29 August 2021
4.0,Perfect,Perfect,Reviewed in India 🇮🇳 on 31 December 2021
1.0,बकवास,इसकी आवाज बिलकुल भी अछी नहीं है इसको कोई भी पसंद नहीं कर रहा है,Reviewed in India 🇮🇳 on 5 October 2022
4.0,Mic need some improvements,Mic need some improvements,Reviewed in India 🇮🇳 on 12 December 2021
3.0,Bass is not good,Bass is noy good for this particular product,Reviewed in India 🇮🇳 on 19 January 2022
1.0,Bed Service,Problems not Solution and product damage. Waranty 1 years,Reviewed in India 🇮🇳 on 14 October 2022
4.0,Waaaooo i love it,,Reviewed in India 🇮🇳 on 28 December 2021
3.0,Can't hear the opposite person voice in call bad quality of Mike,Can't hear the opposite person voice in call bad quality of Mike,Reviewed in India 🇮🇳 on 11 January 2022
4.0,Very good,I like it  I'm using this. Making food 😜😜,Reviewed in India 🇮🇳 on 18 October 2021
3.0,The connectivity range is a problem,"The product is good but I have a problem with the connectivity range. If I keep my mobile in my pocket,  the podes get disconnected.",Reviewed in India 🇮🇳 on 18 November 2021
4.0,Good earbuds at this price,Please don't compare it with Sony headphones. Calling or voice quality is good but I am not happy with its bass or music beats. Charging backup is fine after using it 1 week.,Reviewed in India 🇮🇳 on 4 July 2021
3.0,Not Recommended for calls. Good for gym,"No bass at all. Don't buy if you're looking for talking over call. Just suitable for listening to music on low volume.  Suitable for Gym, running etc.",Reviewed in India 🇮🇳 on 13 November 2021
3.0,Good for the price slips out when running,"It's is a good one, only problem I don't take it while running because it slips out.",Reviewed in India 🇮🇳 on 30 December 2021
4.0,Good product this price,Ok this is too much of Quality,Reviewed in India 🇮🇳 on 17 November 2021
2.0,Disappointing. Cheap quality.,I use AIRDOPES 441 and really liked the quality. The sleek design of 121v2 attracted me so I got this for my mom at ₹999/- thinking it would be a steal.. the quality of the charging pod is extremely cheap and frail I'm sure in a span of 2 weeks it will be loose and won't close. Noise cancellation wasn't upto par. Overall very disappointed.I would recommend the Airdope 441 over this.,Reviewed in India 🇮🇳 on 22 December 2021
3.0,Good but you can't talk with anyone,"Sound quality is good, bass is also perfect but at the time of calling you can't talk wearing this airpodes.",Reviewed in India 🇮🇳 on 10 December 2021
2.0,Sound quality  are very poor,This  product  are good but sound quality very por when we call  earing  very low,Reviewed in India 🇮🇳 on 7 June 2022
1.0,"total waste, charging pin went inside box , can't charge as well also no replacement, wate of money","total waste, charging pin went inside box , can't charge as well also no replacement, wate of money",Reviewed in India 🇮🇳 on 3 October 2022
1.0,Very bad the product,"After 20days both the airpods not working, is totally west of money",Reviewed in India 🇮🇳 on 8 October 2022
4.0,Call voice not clear,Call voice not clear .bat karane wale person ke pas voice clear nahi jati h baki thik h,Reviewed in India 🇮🇳 on 2 September 2021
4.0,Superb,Nice superb sounds,Reviewed in India 🇮🇳 on 23 December 2021
4.0,Very nice product,Sound quality is very good,Reviewed in India 🇮🇳 on 5 December 2021
1.0,One side stopped working after 2 weeks.,Go for a better one.,Reviewed in India 🇮🇳 on 27 October 2022
1.0,It's not working worst product please don't buy  It's now working at all,It's not working only it's a waste product,Reviewed in India 🇮🇳 on 17 October 2022
5.0,Good Quality & Steadyness,Wonderful and steady product it is.. Battery back up of Pods & Case are too high..Case is also good quality. Case has fallen at least 3-4 time from bed but not even minor damage is observed.,Reviewed in India 🇮🇳 on 13 April 2022
4.0,Best sound,Best sound quality,Reviewed in India 🇮🇳 on 13 December 2021
4.0,Best sound quality and noise cancellation.,This airdopes is no water proof.,Reviewed in India 🇮🇳 on 21 November 2021
1.0,Not good,Not as per expectation,Reviewed in India 🇮🇳 on 29 October 2022
5.0,Good product,Whole product is good 😊,Reviewed in India 🇮🇳 on 8 July 2022
4.0,Best ever had!,Mic doesn't receive my voice clearly.But the sound quality is quiet good 👍,Reviewed in India 🇮🇳 on 23 September 2021
2.0,Total waste.....,I ordered this product for my online classes.... And I used it for 3 to 4 time..... It was so good..... I enjoyed the music..... Finally about to start my class..... And guess what.... the right side is not working...... I can't return it because the returning time duration is already passes...... So my money is wasted even before I start my class...... ☹️☹️☹️☹️☹️☹️,Reviewed in India 🇮🇳 on 22 January 2022
4.0,good quality,This airdops quality is good at this price.,Reviewed in India 🇮🇳 on 2 November 2021
3.0,Can't connect 2 devices.........,Not possible to operate if u have a two wheeler while driving with helmet. My suggestion is plz go for neck band.,Reviewed in India 🇮🇳 on 25 November 2021
4.0,Good products,Sound & bass is good.,Reviewed in India 🇮🇳 on 3 December 2021
4.0,Sound quality good.bluetooth connectivity avg.,I buy this product for the price of 999/-.in this amount this is good airdopes.bluetooth connectivity not up to the mark with in secs it disconnected and connected you can observe this during the listening song and watching movie.song quality and base good.MAIN DRAWBACK:-If you get call during the listening.just pause the music and didn't ring the mobile ringtone.just it give single tone sometimes you can not notice .,Reviewed in India 🇮🇳 on 13 December 2020
4.0,Value for money,Good product.But I order black color but seller delivered gray color,Reviewed in India 🇮🇳 on 5 October 2021
3.0,It's good only for songs,Don't buy this for calling purpose,Reviewed in India 🇮🇳 on 22 January 2022
2.0,I am not happy to buy this product,You can't talk with any one with this device due to out side noise disturbed your sound and the other person unable to listen your words,Reviewed in India 🇮🇳 on 14 May 2022
4.0,Good battery life,Good battery life and sound,Reviewed in India 🇮🇳 on 3 December 2021
2.0,Bass so weak,"I like colour, bettry time, but bass not present",Reviewed in India 🇮🇳 on 23 June 2022
3.0,Stopped working after 3 months,Not working properly,Reviewed in India 🇮🇳 on 6 February 2022
5.0,Boat,Nice,Reviewed in India 🇮🇳 on 20 July 2022
4.0,Call quality not great,"When using airdopes during call our voice is not clear to the person on other side, everything else is good",Reviewed in India 🇮🇳 on 8 September 2021
1.0,Waiting for return pickup,Not satisfied no return was done waiting for return pickup,Reviewed in India 🇮🇳 on 11 October 2022
5.0,Amazong product,"The media could not be loaded.
                



 The charging case and everything is fine. These are not as good as noise cancellation but they are nice. I suggest if company could system - it to pair with tv and mobile without forgetting or unpairing it.",Reviewed in India 🇮🇳 on 9 May 2022
1.0,Good,Good,Reviewed in India 🇮🇳 on 8 November 2022
4.0,"It's consistence of having best in this price,as more can't expect from this product",Best in price,Reviewed in India 🇮🇳 on 12 December 2021
4.0,Sound Beast,Good quality product,Reviewed in India 🇮🇳 on 21 December 2021
2.0,Disappointing quality,The microphone on this is a waste of space if you want to use them while meetings.Sound quality is no different than any similar brands out there.No where close to the - Philips and Sony in terms of quality.The only plus point is price but its useless overall,Reviewed in India 🇮🇳 on 16 March 2022
4.0,"Distracting , humming sound noticed , sound cancellation very poor, value for money product",Morning wlaks,Reviewed in India 🇮🇳 on 2 January 2022
4.0,Great ❣️👍,Like office duty,Reviewed in India 🇮🇳 on 21 December 2021
4.0,Nice,Size to big,Reviewed in India 🇮🇳 on 11 December 2021
5.0,Good product,,Reviewed in India 🇮🇳 on 15 July 2022
1.0,Where is bass,"Agar aap music sun ne ke liye dekh rahe ho is product ko to mere taraf se na hai, itna ghatiya sound quality hai ke aap return karne pe mazbur ho jaoge. Is se achha to ptron ke earbuds hai at least ek number ka music experience dega. I said no for this one. Aage aapki marzi",Reviewed in India 🇮🇳 on 13 August 2022
4.0,Just bad at noise cancellation,Not Really bad in calling but have no noise cancellation which create problem on calls while driving.,Reviewed in India 🇮🇳 on 4 September 2021
1.0,not a good quality product,not good,Reviewed in India 🇮🇳 on 2 November 2022
4.0,Awsome products,Awsome products,Reviewed in India 🇮🇳 on 24 December 2021
3.0,Ok. Need more durable or Strong product. As it's very sensitive,Ok. Need more durable or Strong product. As it's very sensitive,Reviewed in India 🇮🇳 on 12 January 2022
3.0,Not fitting into my ears,Works well but it is not fitting into my ears..the external part of the airpod is aomost a ball dhape which is not suuting into my ears. But no option to return as it have only replacement.,Reviewed in India 🇮🇳 on 21 September 2021
3.0,Not good for calling,Mic is not good hence while calling the sound is distorted even in indoor places. Otherwise good for just listening to songs or watching movies.,Reviewed in India 🇮🇳 on 18 November 2021
2.0,No proper sound,Sound is not good for game so and half kept miss also no sound can you give us more sound earbuds and for games,Reviewed in India 🇮🇳 on 17 May 2022
2.0,No more expectations for boat Airdopes 121v,"I purchased  boat eardops121v 5th nov.2020. when packg open case is already charged just open case reduced at 92% & when i buds used full & battery low so 1st time charged buds (take37%) 1hr time so only 2time case given chrged to buds, & case self charg take 2&1/2hrs. Boat claim 380 mah capacity of case but how should possible only 2time buds charged & 1st time more reduce case for each buds charged & 2nd time only(7%). I use alternative each buds so no more need to case charge require 4dys, sound & bass is well somehow no more expected. Buds r pain in ear after long 1hrs used,  call quality & noise reduction no more expect bcze it some how ok buttons is very hard & 🔊 make, no IPX water 💦 proof & batterybackup each buds  3hrs got connectivity only each 1 time mobile or smart tv etc. so all of my opinion last 20days useing 50/50 it ok but price rage it costlyno ipx case quality cheap if it felt then easily broken Buds plastic quality ok.",Reviewed in India 🇮🇳 on 27 November 2020
4.0,Very bad,Very bad sound and future,Reviewed in India 🇮🇳 on 24 November 2021
4.0,Good product,Product has better sound in this price,Reviewed in India 🇮🇳 on 13 November 2021
5.0,Super,Super 👍,Reviewed in India 🇮🇳 on 13 July 2022
1.0,Poor sound quality,"Soud quality is not good, boat 105 is better thn this product",Reviewed in India 🇮🇳 on 8 October 2022
1.0,In this product some issues like battery problem and,Not bad 😔 but not good 😉 it's like sometimes automatically disconnected and battery problem also 😃,Reviewed in India 🇮🇳 on 1 October 2022
1.0,Sound quality is too low,Not ok,Reviewed in India 🇮🇳 on 5 November 2022
5.0,Must buy,"The media could not be loaded.
                



 Good",Reviewed in India 🇮🇳 on 4 August 2022
3.0,Sound quality compromised,Honest review- if you have a bugdet of 2000 then just go for other boat airbuds which range between 1500 to 2500But don’t buy this productBoat compromised everything with priceBass to too bad sound quality is also not wellCase built quality is poor,Reviewed in India 🇮🇳 on 12 August 2021
4.0,Good,The product is nice with good sound quality.,Reviewed in India 🇮🇳 on 9 November 2021
3.0,Good for JUST listening,Good product. Only con is microphone 🎤. Everyone complains about my voice too low. So I use phone's mic.,Reviewed in India 🇮🇳 on 17 December 2021
1.0,Don't buy,Don't buy,Reviewed in India 🇮🇳 on 3 November 2022
1.0,Not a good item!! One buds is work but other is not working,On bud is work but other is not working,Reviewed in India 🇮🇳 on 15 October 2022
2.0,Not worth for 1299,"Price reduced rs 300 next day of my purchase. Not worth , look like reburnished.",Reviewed in India 🇮🇳 on 17 June 2022
5.0,Returns,एक्सचेंज,Reviewed in India 🇮🇳 on 16 July 2022
3.0,The Mike feature is useless,Mike quality is poor. Cant be used for calls,Reviewed in India 🇮🇳 on 14 January 2022
1.0,Waste of money product 🤬🤬,Very bad effects of this product 🤬🤬 and his charging power was so bad get runing proper 20 to 30 minutes  then the problem creating battery lowMy mistake and my bad luck then I buy this product 🤬🤬,Reviewed in India 🇮🇳 on 31 August 2022
3.0,Review,mic quality not good...voice sounds echo to person on other side. Also some times the device automatically gets disconnected with mobile phone....,Reviewed in India 🇮🇳 on 23 November 2021
2.0,Not happy with the quality of the product,The bass is very poor. The sound is not well rounded but harsh. Moreover the left earbud seems to be not functioning fully. It has a much lower sound than the right one. Dissapointed with the quality of the product.,Reviewed in India 🇮🇳 on 31 March 2022
4.0,Good quality but color is different,They're really good. But the colour for the pink eardopes is a bit different from the one shown above. It's clearly a different shade.,Reviewed in India 🇮🇳 on 2 August 2021
3.0,Pathetic audio quality,Audio is not clear. Unable to hear voice because of background noise n connection break,Reviewed in India 🇮🇳 on 26 December 2021
5.0,One ear piece found missing after opening of box,,Reviewed in India 🇮🇳 on 13 July 2022
4.0,Good,Good,Reviewed in India 🇮🇳 on 30 December 2021
5.0,Good quality,Fits smoothly to ears,Reviewed in India 🇮🇳 on 12 July 2022
5.0,Very nice and quality.,"Very nice,good and quality product.",Reviewed in India 🇮🇳 on 10 July 2022
1.0,Bkwass,Na psnd,Reviewed in India 🇮🇳 on 3 November 2022
4.0,Yes it's good not bad under 1000/-,Yes it's good not bad under 1000/-,Reviewed in India 🇮🇳 on 13 November 2021
2.0,Connectivity is very poor,Bluetooth connectivity issues,Reviewed in India 🇮🇳 on 5 July 2022
1.0,Not good,Bass nhi h,Reviewed in India 🇮🇳 on 31 October 2022
5.0,Superb,Superb,18 July 2022
5.0,Just loved it.,amazing build quality and sound quality also. Worth the cost,26 June 2022
4.0,Best in price,Price ko lekar mastt haiComfortable thoda kam haiSound ke liye jyada andar krna pdega buds koOverall best in priceM b use krra hu ap b karo👌,29 June 2021
5.0,Enjoyed,Like,15 July 2022
4.0,Blutooth,Fine as company name itself enough,28 November 2021
4.0,Good sound quality,This is best product,4 December 2021
4.0,Its awesome,Its was awesome,18 December 2021
3.0,Not good phone two way communication,To listen music it's good. But for phone calls and online meeting its very bad. The other end users are unable to listen our voice clearly,14 November 2021
5.0,It's nice. Amd i liked tge product so much,Nothing to dislike  but what I don't like is it capture all the noise around us and it's so difficult to talk in / around the traffic..Rest all is amazing  . I loved the product overall..  Color is nice same as shown in the picture delivery was okay... Overall worth buying,20 February 2022
4.0,Microphone issue.,"Product is good according to the price, sound is good, but mic is not good, you need to speak louder while taking calls. I'm satisfied with product. Some minor issues, but over-all the product is good. You should go for this.",29 May 2021
2.0,Not good,"I think that it was good product but there quality was poor, within 6 month my left earphone was unable to work . Im disappointed.",Reviewed in India 🇮🇳 on 10 May 2022
2.0,Received used product on replacement,Received product but 1side earpod not working even after factory reset. So asked for replacement but received the product which is used one. Can able to see scratches. And additional ear buds are missing in the replacement.Not satisfied with the delivery of the replacement but quality of sound is good.,Reviewed in India 🇮🇳 on 8 March 2022
4.0,Good Product,The battery life is fairly good.The product design and size is compact and snuggly fits into the ear.The sound quality is also good. Only once in a while especially when you walk around with ear buds speaking or listening to music the sound goes off and on which is an irritant.Else over all the product is a good buy.,Reviewed in India 🇮🇳 on 10 March 2021
1.0,Use and damege,I want return my product because I was Received use and damege product that why I want my full refund,Reviewed in India 🇮🇳 on 26 September 2022
1.0,Horrible experience! Boat no losing customers!,This is my 4th boat headphones out of which 2 AirPods are not working at all! Other 2 are wire headphones which are working fine!Boat if you don’t know how to make AirPods please don’t try it! You are wasting our time and money and energy!!! Focus on wired headphones only!!Frustrated customer!,Reviewed in India 🇮🇳 on 11 August 2022
4.0,Very good product. Thank you amazon,Very good product.thank you Amazon.,Reviewed in India 🇮🇳 on 30 November 2021
3.0,Getting outside of noise and voice not clear to other person,Getting outside of noise and voice not clear to other person while speaking,Reviewed in India 🇮🇳 on 5 January 2022
3.0,Bhai ye thik h pr kuchh dino k baad ek earbud m voice ni aagi ek hi proper Chl ta h,Dislike,Reviewed in India 🇮🇳 on 11 February 2022
4.0,Good,"It's a good product, the sound quality is just average it could have been better as it is from boat. Worth the money",Reviewed in India 🇮🇳 on 25 July 2021
5.0,Not good for buy,Not buy this product,Reviewed in India 🇮🇳 on 11 July 2022
4.0,Good,Good,Reviewed in India 🇮🇳 on 28 December 2021
1.0,Mic is not working,Mic is ni working,Reviewed in India 🇮🇳 on 29 October 2022
4.0,Music,"The media could not be loaded.
                



 Nice!",Reviewed in India 🇮🇳 on 8 January 2022
3.0,Nice...😉,Ok,Reviewed in India 🇮🇳 on 11 February 2022
1.0,Cheap item stopped function with in a week . it seems it is a China product,Noy getting charged,Reviewed in India 🇮🇳 on 1 November 2022
3.0,Mic quality for speaking is extremely poor,"The sound quality is okay at this price, but no matter what the price is , the mic for speaking is of extremely poor quality, one on the line cannot hear clearly at all, doesn't serve the purpose of being handsfree....",Reviewed in India 🇮🇳 on 30 August 2021
3.0,Not good,Out side noise is more when ur talking,Reviewed in India 🇮🇳 on 14 January 2022
2.0,For mobile it's fine but for laptop it's Mike is not that much clear,,Reviewed in India 🇮🇳 on 7 July 2022
1.0,Earbuds does not work,Earbuds does not working,Reviewed in India 🇮🇳 on 28 October 2022
4.0,It is nice 😊😊,The bass is osm,Reviewed in India 🇮🇳 on 3 December 2021
4.0,Good,Good,29 December 2021
1.0,"Waste of money, Don't buy",Left side doesn't work,29 October 2022
5.0,Good,Good product by Amezon thankyou,10 July 2022
4.0,Worth a buy at this price point,"A good product at this price point. Had the sound quality be little better, this could have been a very good product.",6 August 2021
3.0,Good to worse...,"The sound of this product is Okay at this price point but the built quality is pathetic. Very cheap feel. In very first when I hands on this product, I won't believe that its a Boat product and also the battery life isn't good. But in sound you will little feel that this buds have Boat DNA.That's all about this. Check other options as well before purchasing this product.",26 April 2021
1.0,Waste product and it's a copy of original,It's not good product because it's a copy of real airdopes and after 3 months you can notice that thing in yours so please if have more money the buy and waste your money on it instead buy the real one boat airdopes 😔🙄,26 August 2022
2.0,Very bad experience,"My earbuds is not working it's only 2 months,,,one earbud is completely not working",16 June 2022
3.0,It was okay,Good for listening songs but baseless sound. And not good for talking to other caller.,24 December 2021
3.0,Sound Quality,"For a music listeners like me, the sound (bass) is very very poor....had to installed music player app and adjust the equaliser in my phone...other like battery backup, charging period is ok.",13 October 2021
3.0,"Low price, low quality","Sound quality is not so good, microphone also do not works so well. But in the end what else can we expect in 999 Rs",5 November 2021
4.0,Noise cancellation is inefficient,,21 December 2021
4.0,Calling ringing not sound,"The media could not be loaded.
                



 Call sound not clear",1 January 2022
3.0,They just fall off after sometime,They don't stick to ear they fall off easily i think they have provided some rubber clip to make them stay in place,21 November 2021
4.0,Good,Good,29 December 2021
3.0,Sam,Calling voice poor,3 February 2022
4.0,What a bass,Amazing product❤🤗,21 December 2021
4.0,It's a good quality product,It is good,8 December 2021
3.0,Not Suitable for Calling,These ear buds are good for activities but can't be used for calling as the voice is not clear while using these earbuds.,19 November 2021
5.0,BUDAYYA,THANKU SO MUCH,12 July 2022
4.0,Better quality and worth for money,Only bass quality may be improved,17 November 2021
4.0,Nice 5 star if price considered :overall 4 star,Nice 4.5,Reviewed in India 🇮🇳 on 22 December 2021
5.0,Good 👍,Good,Reviewed in India 🇮🇳 on 18 July 2022
1.0,Very very poor quality waste of money,Worst experience,Reviewed in India 🇮🇳 on 3 November 2022
2.0,Not Worthy Please Dont Buy you cant return the product to amazon,Not Fitting well . Total waste of money. And first time facing this problem that the amazon not taking product return they are just replacing the item where i ant my money back so I can buy other product which will be perfect for me perfect in fitting other wise product is good sound and battery is good but if we are not able to use product for some more  time then its not worthy . while using this product I'm in worry that it'll get dropped anytime any where ….. SOOO unhappy by amazon for the first time ever 😑😑😑,Reviewed in India 🇮🇳 on 8 October 2021
5.0,Overall budget performer.,Good sound and bass and within budget also. Would recommend this below 1500₹.,Reviewed in India 🇮🇳 on 23 June 2022
3.0,Not good,Not good,Reviewed in India 🇮🇳 on 6 February 2022
4.0,Not money wast,,Reviewed in India 🇮🇳 on 21 December 2021
1.0,Worst products,"Worst products, battry capacity is less, watching videos the connection get disconnect automatically",Reviewed in India 🇮🇳 on 7 October 2022
4.0,Nice,Nice,Reviewed in India 🇮🇳 on 29 December 2021
5.0,Sound quality is not good,Sounds,Reviewed in India 🇮🇳 on 14 July 2022
3.0,Average product,Very averages sund quality notwithstanding the price range. I think mivi products are better.,Reviewed in India 🇮🇳 on 3 January 2022
4.0,Good,Nice pics,Reviewed in India 🇮🇳 on 21 December 2021
4.0,Nice quality,Super,Reviewed in India 🇮🇳 on 27 December 2021
4.0,Everything is more than average and it's good,It's nice go for it,Reviewed in India 🇮🇳 on 19 November 2021
4.0,"Good quality, good bass.","Ovarall sound quality is good. But in stereo mode when I connect to my laptop, i experienced terrible sound quality. this airpods are not recommended for gaming.  I don't know what's the reason behind this. Ovarall when i connect to my mobile phone everything is ok. I have been using this for over for 2-3 month.",Reviewed in India 🇮🇳 on 27 March 2021
5.0,Very nice,good battery life.& audio,Reviewed in India 🇮🇳 on 9 July 2022
3.0,The charging cable is useless,The charging cable is useless,Reviewed in India 🇮🇳 on 26 January 2022
4.0,Good quality,Good quality,Reviewed in India 🇮🇳 on 12 December 2021
2.0,Tut gaye,Sahi thi,Reviewed in India 🇮🇳 on 5 July 2022
4.0,Better,Better I need a holder,Reviewed in India 🇮🇳 on 21 November 2021
1.0,Worst Output,The other person over call or any other communication method cannot hear my voice clearly. I bought this looking at so many good ratings but it is definitely not up to the mark. I have made so many calls in the last 3 days and everyone has said that they cannot hear my voice or my voice is echoing.Primary reason i got this so that I can talk better over calls but its useless. Waste of money.,12 July 2022
5.0,Good,Good,17 July 2022
4.0,Its cool 😍😍,,12 December 2021
4.0,Sounds good,Best affordable price,17 December 2021
1.0,"Received today but package is damaged,","The media could not be loaded.
                



 This is a damaged condition, hence request guidance whether I can try & unwrap the box are to return the package, but still given single star without experiencing the product as we are not able to move forward without submitting the feedback",1 September 2022
3.0,Only sound quality is good. Rest everything is 10years behind.,Clarity is only good. Rest everything not worth. If you are buying just for the comfort and clarity go for it. The drivers are small which is the reason for reduced bass. Overall good product but wouldn't give full rating.,9 September 2021
5.0,Stopped charging,The charging stopped after 3 months of normal usage,30 June 2022
4.0,it's good,but it keeps falling from ears,16 November 2021
4.0,I love it,This is my amazing product,20 November 2021
4.0,Small and good,All likes.,20 December 2021
4.0,True immersive experience in music,All in one package for starters who would immerse themselves into world of music. The lid of the charging case is a bit loose so that is not a great issue. The bass should have been more like Rockers 255 or 400 but it is good in its own. Good delivery by Amazon and really it's a must buy. Wait until the offer comes to 999 ! Patience is important !,Reviewed in India 🇮🇳 on 14 November 2020
4.0,Good,Not properly fitted in ears,Reviewed in India 🇮🇳 on 28 November 2021
5.0,Battry,Battery,Reviewed in India 🇮🇳 on 14 July 2022
2.0,Not a worthy product,The media could not be loaded.,Reviewed in India 🇮🇳 on 22 August 2022
5.0,Very good,Very good,Reviewed in India 🇮🇳 on 11 July 2022
3.0,Sound could have been better,Good looksBetter designSound could have been better,Reviewed in India 🇮🇳 on 12 January 2022
2.0,Not working,"I've purchased this product thrice. Both times, 2 pairs. First time, one stopped working in both pairs within first 10 days. Kids worked with one of the plugs. Giving the benefit to brand and doubting this to some error on our part, I bought a pair again. It broke within 2 months. The last attempt was a week back and one of the plugs has stopped working again.",Reviewed in India 🇮🇳 on 30 December 2021
5.0,Super battery capacity super good,I liked it very much sound quality is very good,Reviewed in India 🇮🇳 on 28 June 2022
3.0,Mic doesn't work !!,"Just bought it today and I got to discover it's mic doesn't work at all and on top It provides very average sound quality and bass nothing impressive,and noise cancellation isn't good too",Reviewed in India 🇮🇳 on 5 October 2021
3.0,Good product,Good product but if sound quality is not good so improve sound quality . . . . . . .,Reviewed in India 🇮🇳 on 18 October 2022
5.0,Tabhai wala bass..🔥,Sound sa lake bass tak sab A1 ha sabko lena chiye...😁🔥,Reviewed in India 🇮🇳 on 27 June 2022
5.0,One side not working earwrd,Sir one side not working,Reviewed in India 🇮🇳 on 9 July 2022
5.0,Value for money,"I bought this during sale for 799So I believe it is value for money.Pros: good sound, bass, light weight, long battey power.Cons: you will not get active noice cancellation feature in this price so talking over call in crowded place or noisy place will not give you the best sound quality.However for listening to music it's damn good.",Reviewed in India 🇮🇳 on 12 January 2022
4.0,Value for money,I really like it,Reviewed in India 🇮🇳 on 1 December 2021
5.0,सुपर है,Sounds is best,Reviewed in India 🇮🇳 on 11 July 2022
3.0,nice,good for the money,Reviewed in India 🇮🇳 on 31 January 2022
5.0,Good product,Like,Reviewed in India 🇮🇳 on 15 July 2022
3.0,Mic quality not good.,Mic quality not good.,Reviewed in India 🇮🇳 on 28 January 2022
5.0,Very good product,Must purchase. Excellent product.,Reviewed in India 🇮🇳 on 7 July 2022
4.0,Good,Good sound and base,Reviewed in India 🇮🇳 on 30 November 2021
4.0,Good product,Noise cancellation,Reviewed in India 🇮🇳 on 11 December 2021
4.0,Warranty of my product.,I like boat earpods but have charging issue..I want to return because my product is in warranty.,Reviewed in India 🇮🇳 on 24 August 2021
4.0,Good,Good hadephone,Reviewed in India 🇮🇳 on 19 December 2021
4.0,"Value for money purchase, noise cancellation could be better","Value for money purchase, noise cancellation could be better. Sound quality is decent",Reviewed in India 🇮🇳 on 17 September 2021
3.0,Below expectations,,Reviewed in India 🇮🇳 on 4 February 2022
4.0,Good thing at 899,Good thing at 899,Reviewed in India 🇮🇳 on 23 November 2021
4.0,"Good to listen music,not for calls","Sound quality is good but while in call,the bluetooth connectivity seems poor,voice changes",Reviewed in India 🇮🇳 on 17 September 2021
3.0,Ok,Ok,Reviewed in India 🇮🇳 on 7 February 2022
4.0,Nice product with cost,Good,Reviewed in India 🇮🇳 on 26 December 2021
3.0,Average,"Look wise good, Sound quality is bad good for calling not meant listening music bass quality is poor",Reviewed in India 🇮🇳 on 6 December 2021
1.0,The product mic is not working properly,Audio call is unable to pick up and not working well whenever I get call in  travel,26 September 2022
2.0,Not the best quality,The quality isn't up to the standard of the price range,19 June 2022
2.0,Not good as expected,Audio is not proper while taking with other,21 June 2022
1.0,Costly and cheap material,"Build quality is very cheap with this high price, there is no any sound in commands like connected, pair, disconnected... its just sound some music like very cheap earbuds.No type C, no touch control(it should with this high price), no water proof, uneasy to remove from case and if you press button to change song then its painful for ear. Next and previous song change functionality is not individually.  BT version 5.0. So price should be 600-700",12 July 2022
1.0,Poor quality and Amazon more time parchase but defective,Poor quality and Amazon more time parchase but defective product recived future not parchase any products,1 October 2022
1.0,Very bad quality,Very bad quality it's broken in just 10 days and service centre refused to repair itVery bad product with bad service centre,21 September 2022
1.0,Very bad,Very poor quality earbuds.,25 October 2022
2.0,Waste I have a complaint but no response,Simply waste within 4 month one side not working I applied for replacement by warranty nobody came to pick up for replacement I am totally disappointed bcoz I purchase only boat rockers company first time i am disappointed due to replacement process I want new one if anybody can make my replacement process please do it soon,9 February 2022
1.0,Pathetic service,There was a charging issue and I went to their service centre and they said ok it is not charging properly we will replace this with a new one and I got msg also saying that ur replacement item will be sent to u by courier and to my surprise when I received it's the old one with the same issue.,6 August 2022
4.0,good,good,24 December 2021
